Tweet,New_Tweet
"USER nti ketauan dong syp yg anaknya pemberontak jaman dulu, ketauan juga dong yg neken kontrak dgn PT Freeport jaman dulu, ketauan juga dong syp yg keturunan tionghoa, ketauan juga dong yg masuk islam karna jadi mantu presiden jaman dulu.", nti ketauan dong syp yg anaknya pemberontak jaman dulu ketauan juga dong yg neken kontrak dgn pt freepo jaman dulu ketauan juga dong syp yg keturunan tionghoa ketauan juga dong yg masuk islam karna jadi mantu presiden jaman dulu 
resep ganteng? mandi di jamban.',resep ganteng mandi di jamban 
"Hanya manusia dungu, yang mengaku beragama tapi panduan kitab sucinya fiksi belaka.; ; Contoh di Islam, kitab Sucinya Al-Qur'an, sumbernya dari firman2 Allah SWT. Jika Al-Qur'an dianggap fiksi, lalu Al-Hadist mau dianggap apa oleh si dungu?",hanya manusia dungu yang mengaku beragama tapi panduan kitab sucinya fiksi belaka contoh di islam kitab sucinya al qur an sumbernya dari firman2 allah swt jika al qur an dianggap fiksi lalu al hadist mau dianggap apa oleh si dungu 
Gila babi la berat aku dah turun siel',gila babi la berat aku dah turun siel 
"Setelah menko maritim baru, suasana lebih tenang, sebelumnya tahulah ð???",setelah menko maritim baru suasana lebih tenang sebelumnya tahulah 
"USER Allahuakbar itu gue masih main taplak gunung:') btw ayo temenannn""", allahuakbar itu saya masih main taplak gunung btw ayo temenannn 
USER Kleb aseng yang kena banned \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82', kleb aseng yang kena banned xf0 x9f x98 x82 xf0 x9f x98 x82 xf0 x9f x98 x82 
"Krisis, Warga Venezuela Pilih Makan Daging Busuk dan Jadi PSK URL URL",krisis warga venezuela pilih makan daging busuk dan jadi psk url url
"""soljum dulu biar ganteng"".\n\nDari kecil gua katolik.\n\nEmak bapak gua gamau gua ganteng.\nAnj.'", soljum dulu biar ganteng n ndari kecil gua katolik n nemak bapak gua gamau gua ganteng nanj 
"USER Dan setelah bertanya ke teman2 arti dari kidu, aku tau jawabannya. Kidu itu adalah udik wkwk'", dan setelah be anya ke teman2 a i dari kidu aku tau jawabannya kidu itu adalah udik wkwk 
"\xe2\x80\x9cBelum pernah ada yg tak menarik dlm hidup. Di dlm tampilan seorang yg paling culun skalipun, ada drama, komedi dan tragedi\xe2\x80\x9d'", xe2 x80 x9cbelum pernah ada yg tak menarik dlm hidup di dlm tampilan seorang yg paling culun skalipun ada drama komedi dan tragedi xe2 x80 x9d 
"ahok tidak layak seperti manusia, dia lebih tepat seperti babi yg tidak punya akal pikiran dan jiwa manusiawi",ahok tidak layak sepe i manusia dia lebih tepat sepe i babi yg tidak punya akal pikiran dan jiwa manusiawi
"RT RudyGoni ""RT RPGpedia: Ada dua calon Gubernur di Jawa Tengah tapi pemenangnya hanya 1 Ganjar Yasin; ; #KamiGanjarYasin ; #KandangBant3ng; ; Salamnya; #TemannyaRPG; #namakuRUDY; #TemannyaRUDY""", rudygoni rpgpedia ada dua calon gubernur di jawa tengah tapi pemenangnya hanya 1 ganjar yasin kamiganjaryasin kandangbant3ng salamnya temannyarpg namakurudy temannyarudy 
USER USER bener2 bebel nih cebong', bener2 bebel nih cebong 
Rezim paranoid bukti pemerintahan yg rapuh dan kami rindu teriakan lengserkan USER di depan istana dengan ribuan rakyat kepalkan tangan !!!,rezim paranoid bukti pemerintahan yg rapuh dan kami rindu teriakan lengserkan di depan istana dengan ribuan rakyat kepalkan tangan 
BANGSAD TERNYATA VINNA',bangsad ternyata vinna 
USER tai lu', tai lu 
"USER \xe2\x80\xa2 Mau nomor dua!\n\xe2\x80\xa2 Karena aku belum pernah punya eyeshadow SAMA SEKALI. Iya iya aku perempuan macam apa, biasanya minjem doang eheheh, mau beli juga asa mahal kunaon sih ya. Jadi ya.. Yaudah gitu, nomor dua keliatan pal", xe2 x80 xa2 mau nomor dua n xe2 x80 xa2 karena aku belum pernah punya eyeshadow sama sekali iya iya aku perempuan macam apa biasanya minjem doang eheheh mau beli juga asa mahal kunaon sih ya jadi ya yaudah gitu nomor dua keliatan pal
"USER Agamanya sempurna, ummatnha banyak yg pinter kok. Kenapa yg goblok terus yg berani bicara.. hadeh!'", agamanya sempurna ummatnha banyak yg pinter kok kenapa yg goblok terus yg berani bicara hadeh 
USER USER PKI gaya baru dan kaum liberal kepanasan karena semakin banyak muslimah di indonesia memakai hijab ?', pki gaya baru dan kaum liberal kepanasan karena semakin banyak muslimah di indonesia memakai hijab 
USER USER USER USER USER USER USER USER USER USER USER USER Gw tuduh lo anak babi. Yuk buktikan lo anak orang dengan tes dna ya. Cepat. G pake lama', gw tuduh lo anak babi yuk buktikan lo anak orang dengan tes dna ya cepat g pake lama 
USER Tienteuus dong kak .. yakali ekeu kek yey yg tiap ngobrol sama orang ngajak eue mulu .. mursidah deh ah', tienteuus dong kak yakali ekeu kek yey yg tiap ngobrol sama orang ngajak eue mulu mursidah deh ah 
"2 Jembatan ambruk ruginya milyaran, dan nyawa, belum termasuk kerugian ekonomi dari pendistribusian barang, kerugian bisnis transportasi, dan efek lainnya, itu baru satu yang ambruk..towewew",2 jembatan ambruk ruginya milyaran dan nyawa belum termasuk kerugian ekonomi dari pendistribusian barang kerugian bisnis transpo asi dan efek lainnya itu baru satu yang ambruk towewew
USER USER Cebong yah cebong. Kamfrettt yah kaum anda yang cuma nyinyir ! Kaum pemalas !', cebong yah cebong kamfrettt yah kaum anda yang cuma nyinyir kaum pemalas 
Gubernur Jatim Targetkan Jembatan Widang Selesai H-15 Lebaran,gubernur jatim targetkan jembatan widang selesai h 15 lebaran
USER USER Goblok permanen....\xf0\x9f\x98\xad', goblok permanen xf0 x9f x98 xad 
"usir cina karna mereka JokowiRadikal usir cina karna mereka generasi bangsa kita mentalnya rusak ,sudah saatnya kita TumbangkanJokowi !!! URL",usir cina karna mereka jokowiradikal usir cina karna mereka generasi bangsa kita mentalnya rusak sudah saatnya kita tumbangkanjokowi url
USER Abis lempar batu sembunyi tangan. Abis pasang bom sembunyi sembunyian', abis lempar batu sembunyi tangan abis pasang bom sembunyi sembunyian 
Sinting sia sana minum obat URL,sinting sia sana minum obat url
"Waaini....ngasih tau cara ""2 periode""",waaini ngasih tau cara 2 periode 
Nama: Patrialis Akbar Status: Terpidana Kasus: Korupsi Mendukung Anies-Sandi,nama patrialis akbar status terpidana kasus korupsi mendukung anies sandi
Rabbi Israel Sebut Orang Berkulit Hitam Sebagai \xe2\x80\x9cMonyet\xe2\x80\x9d Picu Kecaman Keras URL,rabbi israel sebut orang berkulit hitam sebagai xe2 x80 x9cmonyet xe2 x80 x9d picu kecaman keras url
"Dibanding beli go-xxxd dengan ongkir 4000, kupake kakiku jalan 20 menit dari kampus ke tempat makan. Cari makan juga yang banyak terus harga lumayan. Disini 13rb kamu dapat telur dadar, ayam kare sama sayur tumis kacang panjang. Mamen itu lumayan.'",dibanding beli go xxxd dengan ongkir 4000 kupake kakiku jalan 20 menit dari kampus ke tempat makan cari makan juga yang banyak terus harga lumayan disini 13rb kamu dapat telur dadar ayam kare sama sayur tumis kacang panjang mamen itu lumayan 
USER Maksud gue otaknya itu manusia kampret yg kampungan. Beda lho ya kampungan sama kampung. Kalo di kampung malah guyub koq gak pandang agamanya apa. Malah kalo perayaan hari besar suka saling bantu.', maksud saya otaknya itu manusia kampret yg kampungan beda lho ya kampungan sama kampung kalo di kampung malah guyub koq gak pandang agamanya apa malah kalo perayaan hari besar suka saling bantu 
"Fiksi itu bersifat imajiner atau naratif ; Dlm Fiksi/imajinasi tak ada hukumnya Wajib Percaya, jd blh percaya blh tidak sesuai narasi pemikiran masing2 orang.; ; Dlm Agama hukumnya wajib percaya pd Firman Nya dlm Kitab Suci.; ; Jd yg bilang Kitab Suci Fik",fiksi itu bersifat imajiner atau naratif dlm fiksi imajinasi tak ada hukumnya wajib percaya jd blh percaya blh tidak sesuai narasi pemikiran masing2 orang dlm agama hukumnya wajib percaya pd firman nya dlm kitab suci jd yg bilang kitab suci fik
"USER gak, kamu maho.'", gak kamu maho 
"'Sayang sekali punya paras nan cantik kumpul ama cowok gembel, dibawa gembel mau, makanya suka gengsi kalo mau pacaran eh lihat difoto-fotonya ada sama cowok gembel, nonkrong pinggir jalan, apa gamalu yah. \xf0\x9f\x98\x82 percuma cantik kalo otaknya murah. \xf0\x9f\x98\x82""", sayang sekali punya paras nan cantik kumpul ama cowok gembel dibawa gembel mau makanya suka gengsi kalo mau pacaran eh lihat difoto fotonya ada sama cowok gembel nonkrong pinggir jalan apa gamalu yah xf0 x9f x98 x82 percuma cantik kalo otaknya murah xf0 x9f x98 x82 
Mirip adegan film G.30S-PKI. perlu di catat bhw rezim ini adlh rezim anti Islam. URL,mirip adegan film g 30s pki perlu di catat bhw rezim ini adlh rezim anti islam url
USER Cebong mana ngerti', cebong mana nge i 
"Di Indonesia ini, bicara tentang Pelanggaran HAM dan sejarah Papua akan dituduh sebagai antek asing, pengkhianat negara, provokator dll. Padahal orang bicara karena memang faktanya ada kejahatan negara terhadap Papua dan sesuai prinsip dan UU di Indones",di indonesia ini bicara tentang pelanggaran ham dan sejarah papua akan dituduh sebagai antek asing pengkhianat negara provokator dll padahal orang bicara karena memang faktanya ada kejahatan negara terhadap papua dan sesuai prinsip dan uu di indones
USER USER Iiih ada mak kunti datangg', iiih ada mak kunti datangg 
USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER NGOMONG, ngomong
"Pendukung USER spt ARB, SDA adl org2 BEJAD tabiatnya kasar termasuk org ini &gt;&gt; USER smoga dilaknat oleh ALLAH'",pendukung spt arb sda adl org2 bejad tabiatnya kasar termasuk org ini gt gt smoga dilaknat oleh allah 
USER Buat sewa jablay kayaknya jg bisa tuh', buat sewa jablay kayaknya jg bisa tuh 
"Nach, tuh..; Tidak terjadi di Indonesia ajach, kan..; Di Suadi Arabia seorang Ulama juga kena cekal..",nach tuh tidak terjadi di indonesia ajach kan di suadi arabia seorang ulama juga kena cekal 
USER USER USER USER Terlalu biasaaa andaa. Dasaaaar bolot puser lukaku', terlalu biasaaa andaa dasaaaar bolot p lukaku 
USER USER USER Cebong aja yg ngada2 bikin meme... Sementara penista agama lu puja2', cebong aja yg ngada2 bikin meme sementara penista agama lu puja2 
"RT USER: Sebenarnya bukan lelaki tu, tapi monyet tu yg ajak lelaki tu wefie \xf0\x9f\x98\x82 tengok tangan dia \xf0\x9f\x98\x81 URL", sebenarnya bukan lelaki tu tapi monyet tu yg ajak lelaki tu wefie xf0 x9f x98 x82 tengok tangan dia xf0 x9f x98 x81 url
"misalnya Waraqah ibn Naufal sepupu Khadijah ad seorang ""imam Nestorian"" yg tentu berasal/ kiblatnya pd Kristen Nestorian di Syria. Mungkin sekali Waraqah memakai ""alah/ allah"" ketimbang ""elohim/ yahweh"".'",misalnya waraqah ibn naufal sepupu khadijah ad seorang imam nestorian yg tentu berasal kiblatnya pd kristen nestorian di syria mungkin sekali waraqah memakai alah allah ketimbang elohim yahweh 
Saat ini budaya mereka bertransformasi menjadi budaya asing yang telah lama diserap pengaruhnya bahkan melebihi dari pemberi virusnya.,saat ini budaya mereka be ransformasi menjadi budaya asing yang telah lama diserap pengaruhnya bahkan melebihi dari pemberi virusnya 
USER Pembiakan kumpulan maki hamun dan buli dalam twitter\n\nAwak suka ke banyak anjing liar berkeliaran dan banyak lagi kawan2 awak menyertai #BangsaAnjing\n\nIni adalah Anjing &gt;&gt;&gt; \xf0\x9f\x90\xbc\xf0\x9f\x90\xbc\xf0\x9f\x90\xbc', pembiakan kumpulan maki hamun dan buli dalam twitter n nawak suka ke banyak anjing liar berkeliaran dan banyak lagi kawan2 awak menye ai bangsaanjing n nini adalah anjing gt gt gt xf0 x9f x90 xbc xf0 x9f x90 xbc xf0 x9f x90 xbc 
Katanya otoriter. Kalau otoriter seperti pemimpin Korut mungkin yg tidur itu udah dihukum mati sama Kim Jong un,katanya otoriter kalau otoriter sepe i pemimpin korut mungkin yg tidur itu udah dihukum mati sama kim jong un
"USER Gua cecann...napa rep"" an pd bilang gua monyet dahh \xf0\x9f\x98\x82'", gua cecann napa rep an pd bilang gua monyet dahh xf0 x9f x98 x82 
USER USER Kalau aku jual amik untung teruk. 5x ganda. Aku charge gst yahudi.', kalau aku jual amik untung teruk 5x ganda aku charge gst yahudi 
"USER USER Bukan cuma itu cacat nya, demokrasi bahkan tidak menghargai intelektualitas seseorang, orang gak mau sekolah, sama orang yg berjuang untuk pintar sampai dapat gelar Prof pun nilainya sama, cuma 1 suara.'", bukan cuma itu cacat nya demokrasi bahkan tidak menghargai intelektualitas seseorang orang gak mau sekolah sama orang yg berjuang untuk pintar sampai dapat gelar prof pun nilainya sama cuma 1 suara 
"Tiap pake foto bapak sih. Kalo pake wonho kenapa gue ngerasa kotor, berdosa, pecun, dan menjijikkan ya....................'",tiap pake foto bapak sih kalo pake wonho kenapa saya ngerasa kotor berdosa pecun dan menjijikkan ya 
"USER Yg terbirit birit tunggang langgang lintang pukang dengar suara adzan itu iblis la'natilloh 'alaih""", yg terbirit birit tunggang langgang lintang pukang dengar suara adzan itu iblis la natilloh alaih 
"ketika lu punya dua adek cowo masih bocah tapi yang satu udah sunat dan tiba2 yang kecil ngomong \n""kok titit aku kaya gini kok titit abang kaya gitu"" bentukny beda anying wkwkwkwk'",ketika lu punya dua adek cowo masih bocah tapi yang satu udah sunat dan tiba2 yang kecil ngomong n kok titit aku kaya gini kok titit abang kaya gitu bentukny beda anying wkwkwkwk 
USER Yah gak dikasih juga ngak papa biar tambah gelar baru pelanggar hak buruh!!! BLOON LOE SENGAK BONG. Biasanya dr zaman Soeharto sampe SBY hal yg remeh temeh ginich mah ngak dibahas.', yah gak dikasih juga ngak papa biar tambah gelar baru pelanggar hak buruh bloon loe sengak bong biasanya dr zaman soeha o sampe sby hal yg remeh temeh ginich mah ngak dibahas 
"USER USER Klo pengen mensyen gw lagi, genepin dulu follower loe ya bong. Loe mensyen gw lagi, RAS masuk kakus. G ada waktu buat cebong dungu berfollower 2 dijit'", klo pengen mensyen gw lagi genepin dulu follower loe ya bong loe mensyen gw lagi ras masuk kakus g ada waktu buat cebong dungu berfollower 2 dijit 
"Prabowo cs teriak2 mnghujat Jokowi antek asing, Jokowi diam tak membalas. Dlm diam Jokowi mmbuktikan sbaliknya, dgn bukti setelah 50 thn Indonesia menguasai 51% saham PT Freeport Indonesia, Prabowo cs dlm diam ternyata menghrpkan dukungan AS dgn janji jk",prabowo cs teriak2 mnghujat jokowi antek asing jokowi diam tak membalas dlm diam jokowi mmbuktikan sbaliknya dgn bukti setelah 50 thn indonesia menguasai 51 saham pt freepo indonesia prabowo cs dlm diam ternyata menghrpkan dukungan as dgn janji jk
80 % Rakyat Jawa Barat istiqomah tetep dukung Prabowo untuk menjadi Presiden 2019. Cawapresnya terserah PKS,80 rakyat jawa barat istiqomah tetep dukung prabowo untuk menjadi presiden 2019 cawapresnya terserah pks
Mengintip Moge Iring-iringan Presiden AS,mengintip moge iring iringan presiden as
YG JELAS OTAK AHOK-DJAROT SUDAH SANGAT TUMPUL SANGAT LOYO DAN STRESS..... SUDAH JEBOL HARUS DICOPOT DAN DIGANTI.....,yg jelas otak ahok djarot sudah sangat tumpul sangat loyo dan stress sudah jebol harus dicopot dan diganti 
Nalar yang sehat tidak mungkin berfikir â??burukâ?? hingga sejauh itu. Puisi itu ditulis oleh seorang ulama yang mencintai Islam. Seorang ulama yang merindukan Islam tumbuh sebagai ajaran kasih sayang dan rahmat bagi seluruh masyarakat di negeri ini. #PercayaG,nalar yang sehat tidak mungkin berfikir buruk hingga sejauh itu puisi itu ditulis oleh seorang ulama yang mencintai islam seorang ulama yang merindukan islam tumbuh sebagai ajaran kasih sayang dan rahmat bagi seluruh masyarakat di negeri ini percayag
USER ternyata senjata yang paling mematikan bukan bom nuklir\ntapi mulutnya yang ucap janji2 manis mau lamar tau2nya udah lamar cewek lain juga.\n\nastagfirullah', ternyata senjata yang paling mematikan bukan bom nuklir ntapi mulutnya yang ucap janji2 manis mau lamar tau2nya udah lamar cewek lain juga n nastagfirullah 
Usir teroris Budha yg membunuh muslim Rohingya UsirDubesMyanmar,usir teroris budha yg membunuh muslim rohingya usirdubesmyanmar
USER Gaada tanda tanyanya upil onta', gaada tanda tanyanya upil onta 
USER Wkwkwk masa burung kenari mau dipake buat dokumentasi burung hantu harusnya atau burung onta', wkwkwk masa burung kenari mau dipake buat dokumentasi burung hantu harusnya atau burung onta 
USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER, 
"Abdul Sattar Edhi, bapak sederhana yang memiliki ribuan armada ambulan gratis pernah ditanya: ""Kenapa kau juga bantu orang Kristen dan Hindu dalam ambulansmu?"" Ia menjawab ; ""Karena ambulansku lebih muslim darimu"". #respect #peace #human'",abdul sattar edhi bapak sederhana yang memiliki ribuan armada ambulan gratis pernah ditanya kenapa kau juga bantu orang kristen dan hindu dalam ambulansmu ia menjawab karena ambulansku lebih muslim darimu respect peace human 
"USER #PakcikDahTUA nak apalah kudrat pakcik ni boleh buat setakat pakai kopiah, minta sedekah jual kismis\n\n#PakcikMudaLagi bila pakcik warna rambut kuning bawak duit banyak2 \n\n#KitaOK kan \n\nIni adalah ANJING &gt;&gt;&gt; \xf0\x9f\x90\xbc\xf0\x9f\x90\xbc\xf0\x9f\x90\", pakcikdahtua nak apalah kudrat pakcik ni boleh buat setakat pakai kopiah minta sedekah jual kismis n n pakcikmudalagi bila pakcik warna rambut kuning bawak duit banyak2 n n kitaok kan n nini adalah anjing gt gt gt xf0 x9f x90 xbc xf0 x9f x90 xbc xf0 x9f x90 
"USER USER USER USER USER USER USER Pilihan yg tepat dan msk akal adlh USER menyatukan kader USER dan luar jawa.oratornnya bak soekarno,menggelora membawa militansi kader ke titik tertinggi dan", pilihan yg tepat dan msk akal adlh menyatukan kader dan luar jawa oratornnya bak soekarno menggelora membawa militansi kader ke titik te inggi dan
"Tanaman obat dihalaman rumah ibu ku tumbuh subur, alhamdulillaah...Cengkudu, buah dewa, kencur, jahe, salam, bawang merah, jambu monyet juga ada dll... Pengen delima belum dapat...hunting ah.. Latepost24feb URL",tanaman obat dihalaman rumah ibu ku tumbuh subur alhamdulillaah cengkudu buah dewa kencur jahe salam bawang merah jambu monyet juga ada dll pengen delima belum dapat hunting ah latepost24feb url
USER Ngabisa ! Brengsek dia !!!!!!!!', ngabisa brengsek dia 
"~; Yg jelas, klw ada foto2 yg begitu:; #lombaTari; SekolahDasar; #LKS,LombaKeterampilanSiswa; Sekolah Menengah Kejuruan; #Pembeatan, ""adatGorontalo; gadis kecil yg sdh beranjak remaja""; sekitar tahun 2010; #CCU, Cross Cultural Understanding, Universitas. K", yg jelas klw ada foto2 yg begitu lombatari sekolahdasar lks lombaketerampilansiswa sekolah menengah kejuruan pembeatan adatgorontalo gadis kecil yg sdh beranjak remaja sekitar tahun 2010 ccu cross cultural understanding universitas k
USER Mantap usir kaun cina dari karawang, mantap usir kaun cina dari karawang
USER BIASA LAH PROF KAUM KAMBING BENGEK YA BEGITU.. BEDA DIKIT DIBILANG CEBONG... NGAKAK WES...', biasa lah prof kaum kambing bengek ya begitu beda dikit dibilang cebong ngakak wes 
"USER Iyaaa memang bahasa asing'-'""", iyaaa memang bahasa asing 
USER bukan banci tapi bener-bener banci', bukan banci tapi bener bener banci 
Presiden Akan Tanam Pohon Tanda Revitalisasi Sungai Citarum di Jawa Barat,presiden akan tanam pohon tanda revitalisasi sungai citarum di jawa barat
"Setelah terjadi peristiwa pemberontakan G 30 September 1965 oleh PKI, menjadi tanda akhir dari pemerintahan Orde Lama.'",setelah terjadi peristiwa pemberontakan g 30 september 1965 oleh pki menjadi tanda akhir dari pemerintahan orde lama 
RT USER Benamkan 2018 dan 2019 !! Rezim anti Islam !!!, benamkan 2018 dan 2019 rezim anti islam 
"Makanya, rakyat juga sudah gak sabar pengen lengserkan, tapi para tokoh negri pada takut sama santet jokowi. Dicari tokoh nasional yg berani",makanya rakyat juga sudah gak sabar pengen lengserkan tapi para tokoh negri pada takut sama santet jokowi dicari tokoh nasional yg berani
"USER Ayo mana memek kmu sini,,,,,'", ayo mana memek kmu sini 
"USER kau cacat, dimples itu kecacatan. sekian \xf0\x9f\x98\x9c'", kau cacat dimples itu kecacatan sekian xf0 x9f x98 x9c 
USER USER USER Jokowi Pendusta pantas mundur., jokowi pendusta pantas mundur 
USER USER KIRAIN BUDEK', kirain budek 
USER USER USER USER Matamu picek', matamu picek 
USER Klau kmu di banding AR jauhlah.koen menungso doyan dilati selet kok.wes gilani.kmu tukang fitnah.tukang fitnah sm dgn pemakan daging manusia.nanti partai mna lagi kau ikuti.smoga orang medan cuma kamu aja yg bejat', klau kmu di banding ar jauhlah koen menungso doyan dilati selet kok wes gilani kmu tukang fitnah tukang fitnah sm dgn pemakan daging manusia nanti pa ai mna lagi kau ikuti smoga orang medan cuma kamu aja yg bejat 
Mari kita ganyang pki dari NKRI..,mari kita ganyang pki dari nkri 
"USER USER USER Fiksi itu bersifat imajiner atau naratif ; Dlm Fiksi/imajinasi tak ada hukumnya Wajib Percaya, jd blh percaya blh tidak sesuai narasi pemikiran masing2 orang.; ; Dlm Agama hukumnya wajib percaya pd Firman Nya dlm Kitab", fiksi itu bersifat imajiner atau naratif dlm fiksi imajinasi tak ada hukumnya wajib percaya jd blh percaya blh tidak sesuai narasi pemikiran masing2 orang dlm agama hukumnya wajib percaya pd firman nya dlm kitab
"USER USER USER USER USER USER USER USER Dan kalau kafir dzimmi malah wajib kita jaga dan lindungi, tapi juga ada batasan, batasanya yaitu tentang ranah keagamaan, kalau untuk urusan muamalah juga ngga", dan kalau kafir dzimmi malah wajib kita jaga dan lindungi tapi juga ada batasan batasanya yaitu tentang ranah keagamaan kalau untuk urusan muamalah juga ngga
"MIRIS, sekarnag ini apa yg tidak imporr. cangkul aja impor; ; KEAHLIAN CEBONG HANYA 1, TUKANG TIPU !!!; cebong mah gitu, goblok nggak ketulungan. Plonga plongo mengakibatkan optimisme berlebihan; ; #2019GantiPresiden #PlongaPlongo #DunningKrugerEffect",miris sekarnag ini apa yg tidak imporr cangkul aja impor keahlian cebong hanya 1 tukang tipu cebong mah gitu goblok nggak ketulungan plonga plongo mengakibatkan optimisme berlebihan 2019gantipresiden plongaplongo dunningkrugereffect
Prabowo terpaksa kabur dan kini jadi akur... URL,prabowo terpaksa kabur dan kini jadi akur url
"RT USER: Jangan jadikan bodoh, babi ,sial tu sebagai zikir harian kita . Moga kurangkan dan jauhkan amiiin\xe2\x98\xba\xef\xb8\x8f'", jangan jadikan bodoh babi sial tu sebagai zikir harian kita moga kurangkan dan jauhkan amiiin xe2 x98 xba xef xb8 x8f 
"USER Bu muthmainah masi kenal bang? Gw dulu pelajaran islam suka ngikut si haha, klo kristen pas jumatan kelasnya atau sabtu'", bu muthmainah masi kenal bang gw dulu pelajaran islam suka ngikut si haha klo kristen pas jumatan kelasnya atau sabtu 
"Pada Sabtu (21/4/2018) pagi, Masyarakat Adat Baduy akan kembali melanjutkan perjalanan menuju Kantor Gubernur Banten di Kawasan Pusat Pemerintahan Provinsi Banten (KP3B) di Curug, Kota Serang. #SebaBaduy2018; Dw",pada sabtu 21 4 2018 pagi masyarakat adat baduy akan kembali melanjutkan perjalanan menuju kantor gubernur banten di kawasan pusat pemerintahan provinsi banten kp3b di curug kota serang sebabaduy2018 dw
"USER Gak sensitif nih. Kenapa mesti pake kata bom sih? Nanti orang malah ngiranya ""wah di takjilnya ada bomnya"" gimana? Malah jadi bumerang kan...'", gak sensitif nih kenapa mesti pake kata bom sih nanti orang malah ngiranya wah di takjilnya ada bomnya gimana malah jadi bumerang kan 
KLHK Upayakan Pemerataan Ekonomi Melalui TORA di Kawasan Hutan dan Perhutanan Sosial,klhk upayakan pemerataan ekonomi melalui tora di kawasan hutan dan perhutanan sosial
USER Rezim represif anti Islam., rezim represif anti islam 
Selamat jalan Danarto. Tulisan yg menyentuh...,selamat jalan dana o tulisan yg menyentuh 
USER Tu bibir ky congor bebek', tu bibir ky congor bebek 
Ngak perlu teman yg genius jika yg idiot saja selalu ada untukmu\n#AdaFildanKamiBegadang',ngak perlu teman yg genius jika yg idiot saja selalu ada untukmu n adafildankamibegadang 
USER Cocot mu....................siapa yg baik harus belajar', cocot mu siapa yg baik harus belajar 
"Bukan komunis kali yg coba dibangkitkan kembali, tapi rezim Orba sudah haus lagi",bukan komunis kali yg coba dibangkitkan kembali tapi rezim orba sudah haus lagi
USER Coba kalau adek perempuan kamu di gituin...bisa terima gak..?..tolol', coba kalau adek perempuan kamu di gituin bisa terima gak tolol 
Mucikari Dan Tiga PSK Diciduk Dari Sebuah Wisma di Kecamatan Arut Utara\n URL,mucikari dan tiga psk diciduk dari sebuah wisma di kecamatan arut utara n url
USER USER USER Mungkin maksudnya aseng asing yang bernama MA LAI KAT ..............', mungkin maksudnya aseng asing yang bernama ma lai kat 
"USER USER Sementara itu ada yg menyebut dirinya partai dakwah, eh pemimpin nya korupsi.......itu tak lbh baik dari PKI'", sementara itu ada yg menyebut dirinya pa ai dakwah eh pemimpin nya korupsi itu tak lbh baik dari pki 
USER Yg penting gk seasem kebijakan rezim si dilan mbak \xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3', yg penting gk seasem kebijakan rezim si dilan mbak xf0 x9f xa4 xa3 xf0 x9f xa4 xa3 xf0 x9f xa4 xa3 xf0 x9f xa4 xa3 
USER sipit bgt: ( wkwk', sipit bgt wkwk 
Gogobli Beri Kemudahan Toko Obat dan Apotek dapat Pasokan Obat secara Online,gogobli beri kemudahan toko obat dan apotek dapat pasokan obat secara online
dekalarasi pilkada 2018 aman dan anti hoax warga jemiran jabon,dekalarasi pilkada 2018 aman dan anti hoax warga jemiran jabon
Tahun ini Masyarakat Adat Baduy menyerahkan hasil panennya kepada Pjs Bupati Lebak Ino S Rawita dan Gubernur Banten Wahidin Halim. #SebaBaduy2018 ; DM,tahun ini masyarakat adat baduy menyerahkan hasil panennya kepada pjs bupati lebak ino s rawita dan gubernur banten wahidin halim sebabaduy2018 dm
menolak lupa pengusung abraham samad adalah PDIP via kader bernama Trimedya Panjaitan. Itulah kenapa KPK sudah mirip tim sukses jokowi,menolak lupa pengusung abraham samad adalah pdip via kader bernama trimedya panjaitan itulah kenapa kpk sudah mirip tim sukses jokowi
"USER Propaganda agama selalu pembrontakan dipimpinUlama atau Ustaz.Tetapi buktinya tidak pernah ada ulama/ustaz yg ditangkap apalagi dibuang ke BovenDigul,.Yg ada adalah tahanan NASOMALISdan KOMUNIS.Ada bukti", propaganda agama selalu pembrontakan dipimpinulama atau ustaz tetapi buktinya tidak pernah ada ulama ustaz yg ditangkap apalagi dibuang ke bovendigul yg ada adalah tahanan nasomalisdan komunis ada bukti
RT USER USER USER calon presiden garansi seumur hidup klw rolex sih garansi seumur hidup ketauan kelas nya STS, calon presiden garansi seumur hidup klw rolex sih garansi seumur hidup ketauan kelas nya sts
USER Sebwah perubahan menjadi titit mentol', sebwah perubahan menjadi titit mentol 
USER 515UKM4W4T1 itu golongan iblis...Krn hanya iblis yg tdk suka adzan.', 515ukm4w4t1 itu golongan iblis krn hanya iblis yg tdk suka adzan 
"USER In anak sama bapak sama"" tukang KIBUL,disekolahin tinggi"" biar pintet.ini yg ad malah tambah GOBLOK bin TOLOL!!!!'", in anak sama bapak sama tukang kibul disekolahin tinggi biar pintet ini yg ad malah tambah goblok bin tolol 
RT USER USER USER USER Dah pikun dia prokorupt, dah pikun dia prokorupt
RT USER: Yg bilang pencitraan itu justru sedang melakukan pencitraan itu sendiri. Tepat kayak prabowo, yg bilang pencitraan itu justru sedang melakukan pencitraan itu sendiri tepat kayak prabowo
